"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: tokens","Param: type","Param: wrapped"
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,471.780532,0.735287,"ns/op",300,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,459.716704,0.354310,"ns/op",300,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,484.016029,0.742737,"ns/op",300,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,468.440925,0.684837,"ns/op",300,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,479.445854,0.420107,"ns/op",300,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,465.370732,0.444546,"ns/op",300,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,499.066727,0.433648,"ns/op",300,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,471.956055,0.625708,"ns/op",300,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,496.614853,0.311239,"ns/op",300,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,471.757040,0.483495,"ns/op",300,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,627.787235,0.836371,"ns/op",400,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,615.730087,0.874299,"ns/op",400,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,640.018304,1.098014,"ns/op",400,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,624.396868,0.978048,"ns/op",400,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,635.341858,0.647053,"ns/op",400,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,621.263785,0.999507,"ns/op",400,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,655.941434,0.827311,"ns/op",400,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,627.865357,1.029818,"ns/op",400,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,649.037961,1.239836,"ns/op",400,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,627.416632,0.253925,"ns/op",400,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,783.529437,0.842150,"ns/op",500,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,771.777218,0.927171,"ns/op",500,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,795.689129,1.285835,"ns/op",500,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,780.248960,0.584999,"ns/op",500,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,791.516236,5.794488,"ns/op",500,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,777.001594,0.109521,"ns/op",500,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,811.274477,1.161295,"ns/op",500,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,783.794721,0.853834,"ns/op",500,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,808.925911,1.035619,"ns/op",500,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,783.374584,0.836290,"ns/op",500,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,939.644632,0.562564,"ns/op",600,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,927.577481,1.872061,"ns/op",600,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,951.565901,1.502587,"ns/op",600,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,936.129356,0.739520,"ns/op",600,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,947.326690,1.692941,"ns/op",600,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,933.231672,1.570654,"ns/op",600,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,963.453620,1.057299,"ns/op",600,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",1,5,939.444867,0.568810,"ns/op",600,reflection-locking,false
