"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: tokens","Param: type"
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,2.900709,0.149240,"ns/op",0,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,850.639858,56.726730,"ns/op",0,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,94.250193,0.653600,"ns/op",0,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,975.642391,19.484683,"ns/op",0,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,131.223057,5.760669,"ns/op",0,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,15.049953,0.540099,"ns/op",10,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,906.470493,48.749634,"ns/op",10,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,139.019863,2.516496,"ns/op",10,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,856.818134,55.071474,"ns/op",10,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,175.469971,10.416645,"ns/op",10,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,228.001598,12.979065,"ns/op",100,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,829.969258,26.514462,"ns/op",100,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1277.594279,4.428239,"ns/op",100,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,851.577890,22.301528,"ns/op",100,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1248.377267,27.980983,"ns/op",100,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,470.591668,21.786172,"ns/op",200,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,678.852755,13.277387,"ns/op",200,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,2804.358116,162.752781,"ns/op",200,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,844.418805,26.944024,"ns/op",200,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,3230.814977,43.356276,"ns/op",200,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,708.130474,33.906716,"ns/op",300,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,872.500673,44.783236,"ns/op",300,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,4308.650931,139.344168,"ns/op",300,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,857.283294,22.070519,"ns/op",300,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,4204.565544,31.898315,"ns/op",300,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,941.835532,42.155053,"ns/op",400,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1193.126371,55.401033,"ns/op",400,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,5688.884221,311.252833,"ns/op",400,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1128.612923,26.834006,"ns/op",400,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,5418.655282,248.461903,"ns/op",400,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1189.227600,73.365457,"ns/op",500,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1318.205527,59.140917,"ns/op",500,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,6742.968432,67.697791,"ns/op",500,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1331.730169,44.632282,"ns/op",500,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,6849.335335,170.455566,"ns/op",500,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1418.790356,68.188913,"ns/op",600,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1645.499717,15.690364,"ns/op",600,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,9953.967507,8738.054572,"ns/op",600,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1621.937109,69.105509,"ns/op",600,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,8090.397297,413.910949,"ns/op",600,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1675.576208,94.972430,"ns/op",700,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1820.536639,42.380427,"ns/op",700,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,8852.727797,60.870923,"ns/op",700,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1847.094053,44.774365,"ns/op",700,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,8885.024168,311.389433,"ns/op",700,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,1893.229046,70.741532,"ns/op",800,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,2114.980256,133.339421,"ns/op",800,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,9849.876684,98.284263,"ns/op",800,sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,2025.778022,9.633086,"ns/op",800,reflection-locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,9879.257326,268.928809,"ns/op",800,reflection-sync
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,2139.643463,139.769984,"ns/op",900,pooled
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,2281.612061,122.726359,"ns/op",900,locking
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",6,5,10839.593675,383.878730,"ns/op",900,sync
