"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: tokens","Param: type","Param: wrapped"
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,45.567159,0.240629,"ns/op",10,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,58.008486,6.757537,"ns/op",10,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,159.777220,2.260159,"ns/op",100,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,148.784578,2.675422,"ns/op",100,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,172.252208,2.384010,"ns/op",100,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,156.987701,0.558892,"ns/op",100,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,174.099697,0.694220,"ns/op",100,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,154.055476,0.946855,"ns/op",100,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,188.969732,1.815706,"ns/op",100,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,160.037760,3.917604,"ns/op",100,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,181.852999,3.765129,"ns/op",100,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,157.299148,1.124249,"ns/op",100,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,320.035483,2.037291,"ns/op",200,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,304.823986,1.528833,"ns/op",200,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,346.017294,4.730740,"ns/op",200,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,314.523085,5.335302,"ns/op",200,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,325.104378,6.330972,"ns/op",200,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,310.554640,0.910966,"ns/op",200,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,341.758969,2.291814,"ns/op",200,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,317.010269,1.247034,"ns/op",200,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,343.206129,1.753816,"ns/op",200,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,346.082327,7.678573,"ns/op",200,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,481.969141,11.665528,"ns/op",300,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,461.021746,0.907513,"ns/op",300,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,487.071823,6.526853,"ns/op",300,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,469.828034,2.067904,"ns/op",300,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,486.858051,12.522418,"ns/op",300,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,468.060761,11.289018,"ns/op",300,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,516.049723,12.053157,"ns/op",300,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,474.284885,4.442784,"ns/op",300,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,494.948374,1.769175,"ns/op",300,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,479.632428,2.335195,"ns/op",300,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,634.792204,11.182158,"ns/op",400,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,619.058232,9.541702,"ns/op",400,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,646.808467,19.875688,"ns/op",400,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,628.130417,13.701385,"ns/op",400,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,643.429408,14.906857,"ns/op",400,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,622.826927,4.199647,"ns/op",400,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,657.074481,4.745506,"ns/op",400,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,633.304862,19.577505,"ns/op",400,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,657.869207,11.791095,"ns/op",400,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,631.383241,11.714495,"ns/op",400,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,792.503821,3.528500,"ns/op",500,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,773.661757,5.968208,"ns/op",500,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,802.930336,7.762851,"ns/op",500,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,784.031737,19.087622,"ns/op",500,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,809.897307,19.068676,"ns/op",500,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,781.656635,14.558516,"ns/op",500,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,812.544772,2.556308,"ns/op",500,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,790.617100,8.509359,"ns/op",500,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,816.745887,3.919377,"ns/op",500,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,792.968736,11.373046,"ns/op",500,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,948.415254,15.073432,"ns/op",600,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,932.586795,12.494817,"ns/op",600,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,966.269523,3.890049,"ns/op",600,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,938.042370,2.772562,"ns/op",600,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,962.135235,20.091981,"ns/op",600,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,936.216374,4.210810,"ns/op",600,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,981.780787,23.270767,"ns/op",600,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,947.903391,10.587843,"ns/op",600,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,984.663002,4.949054,"ns/op",600,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,948.551309,2.886830,"ns/op",600,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1103.450810,10.490808,"ns/op",700,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1087.587107,7.526294,"ns/op",700,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1125.111934,21.843019,"ns/op",700,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1098.195410,27.081206,"ns/op",700,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1116.516730,25.268097,"ns/op",700,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1092.163093,5.042746,"ns/op",700,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1125.224004,2.590936,"ns/op",700,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1110.200804,9.911230,"ns/op",700,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1131.407590,21.667376,"ns/op",700,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1116.970455,30.480306,"ns/op",700,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1257.392872,9.022010,"ns/op",800,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1243.830947,3.776192,"ns/op",800,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1274.498768,13.431485,"ns/op",800,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1255.098254,4.818260,"ns/op",800,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1268.379361,19.756785,"ns/op",800,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1250.594265,16.564049,"ns/op",800,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1287.365853,21.964900,"ns/op",800,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1261.284082,7.788920,"ns/op",800,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1275.094884,6.173540,"ns/op",800,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1260.719863,4.126960,"ns/op",800,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1418.339418,33.407407,"ns/op",900,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1402.531223,28.832207,"ns/op",900,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1433.821530,51.006514,"ns/op",900,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1407.749355,5.505476,"ns/op",900,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1432.223997,13.112090,"ns/op",900,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1403.806632,3.270349,"ns/op",900,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1442.082160,31.442740,"ns/op",900,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1416.828347,38.713257,"ns/op",900,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1435.247324,31.191240,"ns/op",900,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1418.875466,23.865465,"ns/op",900,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1577.303257,10.317869,"ns/op",1000,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1555.331615,7.585136,"ns/op",1000,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1593.543354,41.041195,"ns/op",1000,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1568.191175,30.384274,"ns/op",1000,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1595.077846,32.041308,"ns/op",1000,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1561.074833,7.639982,"ns/op",1000,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1601.696916,7.588165,"ns/op",1000,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1573.936430,11.910321,"ns/op",1000,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1600.453139,12.002802,"ns/op",1000,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testMixed","avgt",4,5,1573.068684,28.865336,"ns/op",1000,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,580.320338,15.877504,"ns/op",0,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1.898506,0.005826,"ns/op",0,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,614.305019,1.221643,"ns/op",0,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,586.164874,2.109325,"ns/op",0,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,204.724432,8.499466,"ns/op",0,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,231.270518,41.368685,"ns/op",0,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,694.692463,5.611696,"ns/op",0,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,613.509369,1.594731,"ns/op",0,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,285.632003,10.584965,"ns/op",0,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,253.204572,140.343881,"ns/op",0,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,600.013861,4.096282,"ns/op",10,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,9.769573,0.217418,"ns/op",10,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,666.485523,8.290068,"ns/op",10,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,598.633782,25.513100,"ns/op",10,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,258.475095,28.162960,"ns/op",10,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,199.203029,7.510537,"ns/op",10,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,623.855553,22.598062,"ns/op",10,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,588.183597,15.450470,"ns/op",10,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,288.687530,25.563400,"ns/op",10,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,317.609387,4.180425,"ns/op",10,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,606.362269,1.031527,"ns/op",100,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,148.303652,0.589515,"ns/op",100,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,696.679155,1.019991,"ns/op",100,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,581.983700,3.573699,"ns/op",100,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,959.301746,13.737300,"ns/op",100,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,897.572815,9.162150,"ns/op",100,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,783.960788,6.828324,"ns/op",100,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,597.962685,3.132516,"ns/op",100,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1055.237029,107.863317,"ns/op",100,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,857.084608,51.285880,"ns/op",100,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,425.673596,12.178349,"ns/op",200,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,305.364126,5.617300,"ns/op",200,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,685.333827,12.159075,"ns/op",200,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,491.729709,1.655468,"ns/op",200,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,2376.594909,282.016109,"ns/op",200,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1950.905676,120.740149,"ns/op",200,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,668.673966,6.117656,"ns/op",200,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,617.946273,20.204874,"ns/op",200,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,2520.964085,1425.544339,"ns/op",200,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1973.043947,13.378465,"ns/op",200,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,645.304783,3.921960,"ns/op",300,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,462.238020,8.846050,"ns/op",300,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,769.252873,20.670680,"ns/op",300,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,663.830565,18.516894,"ns/op",300,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,3311.598599,921.900182,"ns/op",300,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,4993.629789,13939.510066,"ns/op",300,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,831.856617,3.012051,"ns/op",300,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,636.606346,6.914139,"ns/op",300,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,2834.284625,43.917004,"ns/op",300,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,2734.997497,64.712211,"ns/op",300,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,721.338723,3.557737,"ns/op",400,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,617.181763,1.335356,"ns/op",400,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,911.576353,2.543521,"ns/op",400,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,723.835736,2.973047,"ns/op",400,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,3807.551622,360.337253,"ns/op",400,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,3648.986140,109.584014,"ns/op",400,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,891.112688,2.988856,"ns/op",400,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,721.935043,7.769272,"ns/op",400,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,3637.824693,53.758308,"ns/op",400,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,3799.974565,559.291015,"ns/op",400,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,874.571003,18.133492,"ns/op",500,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,776.382903,18.983631,"ns/op",500,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1076.177819,4.209297,"ns/op",500,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,919.905090,4.584653,"ns/op",500,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,6826.423395,7489.150512,"ns/op",500,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,5089.221374,1571.653660,"ns/op",500,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1045.779786,32.444859,"ns/op",500,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,897.641536,19.679327,"ns/op",500,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,5473.636085,2036.633351,"ns/op",500,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,4629.827784,69.962086,"ns/op",500,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1035.752618,2.759274,"ns/op",600,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,929.941785,3.765814,"ns/op",600,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1172.863702,31.269014,"ns/op",600,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1038.966978,23.770440,"ns/op",600,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,5344.126635,532.692268,"ns/op",600,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,5324.799838,263.236862,"ns/op",600,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1201.011995,35.279673,"ns/op",600,reflection-locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1029.615922,5.262178,"ns/op",600,reflection-locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,5595.897603,604.604709,"ns/op",600,reflection-sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,5648.575009,1230.563849,"ns/op",600,reflection-sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1209.222381,15.818107,"ns/op",700,pooled,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1086.869642,7.320694,"ns/op",700,pooled,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1342.201681,10.683226,"ns/op",700,locking,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1198.935275,6.245819,"ns/op",700,locking,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,5809.548822,128.112415,"ns/op",700,sync,true
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,5955.533237,329.935223,"ns/op",700,sync,false
"de.serdioa.common.pool.jmh.SharedObjectBenchmark.testShared","avgt",4,5,1308.591170,36.972589,"ns/op",700,reflection-locking,true
